case_id;date;start_of_week;start_of_month;translated_comments;sentiment;channel;resolution_time_min;csat_rating_received;classification;resolved_in_sla;first_touch_resolution;group_name_history;groups;total_groups;csat_rated_group_name;issue_classification
CASE-19798;2024-03-27;2024-03-24;2024-03-01;I had a wonderful experience opening my account via phone.;positive;chatbot;2;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Balance Inquiry
CASE-18619;2024-04-10;2024-04-07;2024-04-01;The phone team made me wait and then hung up.;negative;email;2866;2;DETRACTOR;0;0;Grupo J,Grupo I,Grupo J,Grupo D;3;4;Grupo D;Card Issues
CASE-19758;2024-03-02;2024-02-25;2024-03-01;I received a detailed email response in less than an hour.;positive;email;115;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Payment Issues
CASE-18387;2024-07-17;2024-07-14;2024-07-01;The chatbot kept looping with no solution.;negative;phone;62;2;DETRACTOR;0;0;Grupo G,Grupo E;2;2;Grupo E;Payment Issues
CASE-15370;2022-05-25;2022-05-22;2022-05-01;The chatbot assisted me with my savings account inquiry perfectly.;positive;email;196;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-19129;2024-08-21;2024-08-18;2024-08-01;The chatbot was decent with my payment request.;neutral;email;243;4;PROMOTER;1;1;Grupo C,Grupo I;2;2;Grupo I;General Inquiry
CASE-18652;2023-03-24;2023-03-19;2023-03-01;The chatbot assisted with my bill payment perfectly.;positive;phone;14;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-12781;2023-08-18;2023-08-13;2023-08-01;The chatbot couldn’t handle my simple transfer request.;negative;chatbot;26;1;DETRACTOR;0;1;Grupo E;1;1;Grupo E;Fraud Report
CASE-19603;2022-12-03;2022-11-27;2022-12-01;The chatbot assisted with my bill payment perfectly.;positive;chatbot;2;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-11991;2022-09-02;2022-08-28;2022-09-01;The email team solved my issue with a single reply.;positive;phone;23;4;PROMOTER;1;1;Grupo D,Grupo J;2;2;Grupo J;General Inquiry
CASE-14729;2024-04-28;2024-04-28;2024-04-01;The phone team was alright, no big deal.;neutral;email;362;4;PROMOTER;1;0;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-16503;2022-10-05;2022-10-02;2022-10-01;Email support was decent, met expectations.;neutral;email;663;4;PROMOTER;1;0;Grupo E,Grupo C;2;2;Grupo C;Transaction Error
CASE-11189;2022-06-28;2022-06-26;2022-06-01;The chatbot was quick to assist with my payment query.;positive;chatbot;4;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Login Problems
CASE-17145;2023-07-05;2023-07-02;2023-07-01;The phone agent didn’t even try to assist me.;negative;email;1589;1;DETRACTOR;0;0;Grupo D,Grupo F,Grupo I,Grupo C;4;4;Grupo C;Card Issues
CASE-17136;2022-11-29;2022-11-27;2022-11-01;The email response was rude and incomplete.;negative;phone;34;1;DETRACTOR;0;0;Grupo C,Grupo E;2;2;Grupo E;Card Issues
CASE-13031;2022-11-05;2022-10-30;2022-11-01;Phone support was standard, nothing to note.;neutral;phone;42;4;PROMOTER;0;1;Grupo B,Grupo D;2;2;Grupo D;Card Issues
CASE-18798;2024-05-17;2024-05-12;2024-05-01;The email team ignored my urgent card issue.;negative;chatbot;70;2;DETRACTOR;0;0;Grupo I,Grupo E,Grupo A;3;3;Grupo A;Payment Issues
CASE-11334;2024-09-19;2024-09-15;2024-09-01;The phone team made me wait and then hung up.;negative;chatbot;22;1;DETRACTOR;0;0;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-14836;2024-04-01;2024-03-31;2024-04-01;The chatbot assisted with my account setup smoothly.;positive;email;232;5;PROMOTER;1;0;Grupo D;1;1;Grupo D;Card Issues
CASE-17163;2024-01-17;2024-01-14;2024-01-01;The chatbot was average, did the job eventually.;neutral;chatbot;8;3;DETRACTOR;1;0;Grupo A;1;1;Grupo A;Transaction Error
CASE-18941;2023-05-20;2023-05-14;2023-05-01;The chatbot saved me so much time with my transaction query.;positive;email;189;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Fees Inquiry
CASE-16455;2022-03-09;2022-03-06;2022-03-01;Phone support was a nightmare, no help at all.;negative;phone;40;1;DETRACTOR;0;0;Grupo F;1;1;Grupo F;Fraud Report
CASE-16853;2024-01-25;2024-01-21;2024-01-01;The chatbot assisted me, but it wasn’t quick.;neutral;email;1677;4;PROMOTER;0;0;Grupo C,Grupo E;2;2;Grupo E;Card Issues
CASE-10097;2024-09-27;2024-09-22;2024-09-01;The phone agent fixed my issue with a great attitude.;positive;phone;9;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-13203;2022-07-01;2022-06-26;2022-07-01;Phone support was amazing, they handled my complaint well.;positive;email;128;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Card Issues
CASE-19937;2022-08-28;2022-08-28;2022-08-01;The phone agent helped me with my rewards program.;positive;chatbot;5;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Account Setup
CASE-17406;2023-05-15;2023-05-14;2023-05-01;The service was top-notch, I’m so happy with this bank!;positive;chatbot;5;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Payment Issues
CASE-12379;2023-09-11;2023-09-10;2023-09-01;Email support made resolving my issue so easy.;positive;phone;13;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-19571;2022-03-18;2022-03-13;2022-03-01;The phone team was unprofessional and unhelpful.;negative;email;3421;1;DETRACTOR;0;0;Grupo J,Grupo B;2;2;Grupo B;Login Problems
CASE-10997;2022-11-17;2022-11-13;2022-11-01;The email team was fast and solved my problem.;positive;phone;15;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Payment Issues
CASE-13113;2024-03-08;2024-03-03;2024-03-01;Super satisfied with the email response to my inquiry.;positive;email;124;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-13296;2022-07-14;2022-07-10;2022-07-01;The phone agent didn’t know basic banking info.;negative;email;3795;2;DETRACTOR;0;0;Grupo C,Grupo J;2;2;Grupo J;General Inquiry
CASE-12706;2022-11-27;2022-11-27;2022-11-01;The phone agent was clueless about my account.;negative;chatbot;16;1;DETRACTOR;0;1;Grupo D,Grupo C,Grupo C,Grupo F,Grupo J;4;5;Grupo J;Account Setup
CASE-18710;2024-07-14;2024-07-14;2024-07-01;The chatbot gave me nonsense answers all the time.;negative;chatbot;17;2;DETRACTOR;0;1;Grupo A,Grupo G,Grupo I,Grupo A;3;4;Grupo A;Fraud Report
CASE-16654;2024-04-30;2024-04-28;2024-04-01;I waited forever on the phone, and they didn’t help.;negative;phone;188;1;DETRACTOR;0;1;Grupo B,Grupo G,Grupo B,Grupo A;3;4;Grupo A;Card Issues
CASE-12618;2023-04-08;2023-04-02;2023-04-01;Email support ignored my complaint completely.;negative;phone;58;2;DETRACTOR;0;1;Grupo F,Grupo C,Grupo A,Grupo B;4;4;Grupo B;Balance Inquiry
CASE-12617;2022-12-22;2022-12-18;2022-12-01;The chatbot gave me wrong payment instructions.;negative;email;3211;1;DETRACTOR;0;0;Grupo D,Grupo C,Grupo H;3;3;Grupo H;Transaction Error
CASE-10500;2022-11-14;2022-11-13;2022-11-01;The email response was spot on and very professional.;positive;email;139;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Transaction Error
CASE-19899;2022-12-15;2022-12-11;2022-12-01;The chatbot answered my loan question in seconds.;positive;phone;5;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Card Issues
CASE-18123;2024-01-04;2023-12-31;2024-01-01;The chatbot kept looping with no solution.;negative;phone;219;2;DETRACTOR;0;0;Grupo I,Grupo H,Grupo B,Grupo B;3;4;Grupo B;Transaction Error
CASE-18705;2023-03-05;2023-03-05;2023-03-01;The email response was sloppy and unclear.;negative;chatbot;29;2;DETRACTOR;0;0;Grupo H;1;1;Grupo H;Card Issues
CASE-12198;2023-05-31;2023-05-28;2023-05-01;The phone team was professional and handled my request well.;positive;phone;12;4;PROMOTER;1;0;Grupo F;1;1;Grupo F;Card Issues
CASE-16932;2024-10-14;2024-10-13;2024-10-01;Email support was useless, they didn’t even try.;negative;chatbot;21;1;DETRACTOR;0;0;Grupo H,Grupo B,Grupo B,Grupo A;3;4;Grupo A;Transaction Error
CASE-18974;2022-01-05;2022-01-02;2022-01-01;I had a wonderful experience opening my account via phone.;positive;chatbot;7;5;PROMOTER;1;1;Grupo H,Grupo C;2;2;Grupo C;Card Issues
CASE-18650;2023-04-24;2023-04-23;2023-04-01;The email response was rude and dismissive.;negative;phone;31;1;DETRACTOR;0;1;Grupo I,Grupo H,Grupo B;3;3;Grupo B;Payment Issues
CASE-18042;2024-12-11;2024-12-08;2024-12-01;The phone service was awful, no one knew what to do.;negative;email;1647;1;DETRACTOR;0;0;Grupo B,Grupo G,Grupo G;2;3;Grupo G;Transaction Error
CASE-12555;2022-07-13;2022-07-10;2022-07-01;The chatbot guided me through online banking setup flawlessly.;positive;chatbot;4;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Payment Issues
CASE-11734;2023-03-27;2023-03-26;2023-03-01;The email support team was professional and courteous.;positive;email;401;4;PROMOTER;1;1;Grupo F,Grupo D;2;2;Grupo D;Fees Inquiry
CASE-12350;2022-11-07;2022-11-06;2022-11-01;The email team didn’t address my issue at all.;negative;phone;54;1;DETRACTOR;0;1;Grupo F;1;1;Grupo F;General Inquiry
CASE-14064;2024-02-23;2024-02-18;2024-02-01;The email team took days to reply with nothing useful.;negative;chatbot;137;2;DETRACTOR;0;0;Grupo J,Grupo C,Grupo A,Grupo D,Grupo G;5;5;Grupo G;Login Problems
CASE-12065;2023-08-04;2023-07-30;2023-08-01;The chatbot handled my balance inquiry like a pro.;positive;chatbot;4;5;PROMOTER;1;1;Grupo I,Grupo F,Grupo I;2;3;Grupo I;Account Setup
CASE-15472;2023-11-26;2023-11-26;2023-11-01;Email support was reliable and resolved my concern.;positive;phone;14;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Account Setup
CASE-19073;2025-01-07;2025-01-05;2025-01-01;The chatbot assisted me with my savings account inquiry perfectly.;positive;chatbot;2;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;General Inquiry
CASE-11161;2023-06-29;2023-06-25;2023-06-01;Email support was slow and didn’t solve anything.;negative;email;3272;2;DETRACTOR;0;0;Grupo F,Grupo I,Grupo B,Grupo D,Grupo E;5;5;Grupo E;Transaction Error
CASE-10070;2024-01-26;2024-01-21;2024-01-01;Email support was slow and totally useless.;negative;phone;102;2;DETRACTOR;0;0;Grupo C,Grupo C;1;2;Grupo C;Account Setup
CASE-13389;2024-01-07;2024-01-07;2024-01-01;The chatbot kept looping with no solution.;negative;chatbot;100;2;DETRACTOR;0;0;Grupo A,Grupo A,Grupo G,Grupo F;3;4;Grupo F;Balance Inquiry
CASE-15693;2022-04-26;2022-04-24;2022-04-01;The chatbot assisted me with my fees effortlessly.;positive;chatbot;9;4;PROMOTER;1;1;Grupo J,Grupo F;2;2;Grupo F;Card Issues
CASE-14834;2022-03-30;2022-03-27;2022-03-01;The chatbot made checking my rewards so simple.;positive;email;86;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-14333;2023-04-27;2023-04-23;2023-04-01;The chatbot gave me incorrect balance info.;negative;chatbot;30;2;DETRACTOR;0;0;Grupo J,Grupo G,Grupo D,Grupo G,Grupo E;4;5;Grupo E;Payment Issues
CASE-15858;2022-08-07;2022-08-07;2022-08-01;The email response was thorough and resolved my question.;positive;chatbot;5;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Fees Inquiry
CASE-17368;2022-04-24;2022-04-24;2022-04-01;Phone support was efficient and solved my problem fast.;positive;chatbot;5;4;PROMOTER;1;1;Grupo F,Grupo H;2;2;Grupo H;Balance Inquiry
CASE-15558;2024-12-04;2024-12-01;2024-12-01;The phone agent was clueless about my account.;negative;chatbot;36;2;DETRACTOR;0;0;Grupo D,Grupo A,Grupo J;3;3;Grupo J;Account Setup
CASE-10283;2023-12-02;2023-11-26;2023-12-01;Phone support was a nightmare, no help at all.;negative;chatbot;77;2;DETRACTOR;0;0;Grupo E,Grupo I,Grupo G,Grupo H;4;4;Grupo H;Card Issues
CASE-18865;2024-09-12;2024-09-08;2024-09-01;The chatbot gave me incorrect balance info.;negative;chatbot;11;1;DETRACTOR;0;0;Grupo H,Grupo G,Grupo H,Grupo C;3;4;Grupo C;Loan Inquiry
CASE-16754;2024-05-26;2024-05-26;2024-05-01;The phone agent didn’t know basic banking info.;negative;chatbot;29;2;DETRACTOR;0;0;Grupo H,Grupo H,Grupo A;2;3;Grupo A;Card Issues
CASE-10095;2022-07-31;2022-07-31;2022-07-01;The chatbot assisted me with my savings account inquiry perfectly.;positive;email;105;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Account Setup
CASE-15529;2025-01-13;2025-01-12;2025-01-01;The phone agent was patient and solved my problem.;positive;chatbot;4;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-15520;2023-07-25;2023-07-23;2023-07-01;Email support was the worst, no effort at all.;negative;chatbot;25;2;DETRACTOR;0;0;Grupo G,Grupo B,Grupo E;3;3;Grupo E;Account Setup
CASE-15027;2024-09-16;2024-09-15;2024-09-01;The chatbot assisted me with my card replacement smoothly.;positive;email;142;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Account Setup
CASE-14700;2024-02-05;2024-02-04;2024-02-01;Phone support was efficient and solved my problem fast.;positive;chatbot;3;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-17522;2024-11-05;2024-11-03;2024-11-01;The chatbot failed to process my payment request.;negative;phone;69;1;DETRACTOR;0;0;Grupo G,Grupo A,Grupo I;3;3;Grupo I;Payment Issues
CASE-17227;2024-06-18;2024-06-16;2024-06-01;The email response was prompt and very clear.;positive;phone;23;5;PROMOTER;1;1;Grupo A,Grupo E;2;2;Grupo E;Payment Issues
CASE-16634;2024-08-11;2024-08-11;2024-08-01;Phone support was rude and disconnected me.;negative;chatbot;73;2;DETRACTOR;0;0;Grupo J,Grupo A,Grupo I,Grupo C,Grupo J;4;5;Grupo J;Transaction Error
CASE-18407;2025-02-12;2025-02-09;2025-02-01;The phone team was slow and didn’t care.;negative;phone;82;1;DETRACTOR;0;0;Grupo A,Grupo C,Grupo E;3;3;Grupo E;Transaction Error
CASE-10445;2024-02-01;2024-01-28;2024-02-01;The chatbot made checking my interest rates so simple.;positive;email;67;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Payment Issues
CASE-17748;2022-10-19;2022-10-16;2022-10-01;The email response was generic and useless.;negative;phone;88;1;DETRACTOR;0;0;Grupo C,Grupo E,Grupo D;3;3;Grupo D;Transaction Error
CASE-16553;2024-12-24;2024-12-22;2024-12-01;Phone support was a nightmare, no help at all.;negative;chatbot;10;2;DETRACTOR;1;0;Grupo B,Grupo D,Grupo H,Grupo E,Grupo B;4;5;Grupo B;Balance Inquiry
CASE-10964;2022-10-02;2022-10-02;2022-10-01;The chatbot was a lifesaver when I needed to block my card.;positive;chatbot;11;4;PROMOTER;0;1;Grupo I,Grupo H,Grupo E;3;3;Grupo E;Loan Inquiry
CASE-15819;2022-11-03;2022-10-30;2022-11-01;The staff made transferring funds so easy and stress-free.;positive;email;70;5;PROMOTER;1;1;Grupo F,Grupo J;2;2;Grupo J;Payment Issues
CASE-14625;2024-06-28;2024-06-23;2024-06-01;The email team provided excellent service, I’m happy!;positive;email;112;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-18003;2023-03-14;2023-03-12;2023-03-01;The chatbot failed to help with my account setup.;negative;chatbot;64;1;DETRACTOR;0;1;Grupo F,Grupo E,Grupo H,Grupo E;3;4;Grupo E;Fees Inquiry
CASE-10400;2022-09-24;2022-09-18;2022-09-01;The phone team was great at helping me with my card.;positive;email;220;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-13711;2023-09-24;2023-09-24;2023-09-01;The chatbot assisted me with my fees effortlessly.;positive;email;213;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-17382;2024-01-14;2024-01-14;2024-01-01;The phone team was slow and unprofessional.;negative;phone;32;1;DETRACTOR;0;0;Grupo G,Grupo D;2;2;Grupo D;Card Issues
CASE-12086;2022-03-20;2022-03-20;2022-03-01;The phone team was courteous and fixed my issue instantly.;positive;email;478;4;PROMOTER;1;1;Grupo E,Grupo A;2;2;Grupo A;Transaction Error
CASE-18740;2024-04-07;2024-04-07;2024-04-01;The phone team was unprofessional and unhelpful.;negative;chatbot;32;1;DETRACTOR;0;0;Grupo G,Grupo B;2;2;Grupo B;Transaction Error
CASE-16844;2023-07-14;2023-07-09;2023-07-01;The phone team resolved my overdraft issue professionally.;positive;phone;24;5;PROMOTER;1;0;Grupo I,Grupo E;2;2;Grupo E;Balance Inquiry
CASE-14128;2024-08-17;2024-08-11;2024-08-01;The chatbot made paying my bill so easy and fast.;positive;chatbot;4;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-15741;2022-06-11;2022-06-05;2022-06-01;The phone agent was impatient and rude.;negative;chatbot;26;1;DETRACTOR;0;0;Grupo J,Grupo D;2;2;Grupo D;Login Problems
CASE-13923;2023-04-07;2023-04-02;2023-04-01;The chatbot saved me so much time with my transaction query.;positive;email;207;4;PROMOTER;1;0;Grupo B;1;1;Grupo B;Payment Issues
CASE-10124;2023-12-31;2023-12-31;2023-12-01;The email response was decent, not great.;neutral;phone;53;4;PROMOTER;0;1;Grupo G,Grupo B;2;2;Grupo B;Balance Inquiry
CASE-17879;2022-02-01;2022-01-30;2022-02-01;Email support took days to reply, terrible service!;negative;phone;67;1;DETRACTOR;0;0;Grupo C,Grupo E;2;2;Grupo E;Fraud Report
CASE-17578;2022-09-24;2022-09-18;2022-09-01;The email response was spot on and very professional.;positive;chatbot;4;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-10155;2023-01-06;2023-01-01;2023-01-01;Fantastic support over the phone, my issue was fixed in minutes.;positive;email;174;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-14417;2023-03-01;2023-02-26;2023-03-01;The email response was prompt and very clear.;positive;chatbot;2;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-12960;2022-07-28;2022-07-24;2022-07-01;Phone support was the worst I’ve ever experienced.;negative;email;2817;2;DETRACTOR;0;0;Grupo C,Grupo D,Grupo J;3;3;Grupo J;Transaction Error
CASE-18839;2022-09-24;2022-09-18;2022-09-01;The chatbot made checking my interest rates so simple.;positive;email;284;5;PROMOTER;1;1;Grupo F,Grupo F,Grupo H;2;3;Grupo H;Balance Inquiry
CASE-19878;2023-06-17;2023-06-11;2023-06-01;The chatbot gave me incorrect balance info.;negative;chatbot;88;1;DETRACTOR;0;0;Grupo H,Grupo D,Grupo A,Grupo C,Grupo A;4;5;Grupo A;Fees Inquiry
CASE-16905;2023-08-09;2023-08-06;2023-08-01;The chatbot couldn’t understand my simple question.;negative;chatbot;30;1;DETRACTOR;0;0;Grupo G,Grupo E;2;2;Grupo E;Fees Inquiry
CASE-10796;2023-04-06;2023-04-02;2023-04-01;Phone support was quick and made my day better!;positive;email;222;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-15821;2022-08-16;2022-08-14;2022-08-01;The email team ignored my urgent card issue.;negative;email;4264;2;DETRACTOR;0;0;Grupo G,Grupo D,Grupo G,Grupo B;3;4;Grupo B;Login Problems
CASE-15107;2024-01-28;2024-01-28;2024-01-01;The chatbot helped me check my balance instantly, love it!;positive;email;200;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Loan Inquiry
CASE-17362;2023-01-24;2023-01-22;2023-01-01;Great customer service, the phone representative was so polite!;positive;phone;26;5;PROMOTER;1;1;Grupo H,Grupo E;2;2;Grupo E;Loan Inquiry
CASE-10551;2024-07-06;2024-06-30;2024-07-01;Email support was terrible, they ignored me.;negative;email;2066;1;DETRACTOR;0;1;Grupo I,Grupo A,Grupo E;3;3;Grupo E;General Inquiry
CASE-14012;2024-08-09;2024-08-04;2024-08-01;The chatbot was fine with my loan question.;neutral;email;1757;3;DETRACTOR;0;1;Grupo H,Grupo F;2;2;Grupo F;Loan Inquiry
CASE-11561;2024-05-31;2024-05-26;2024-05-01;The email team didn’t address my issue at all.;negative;email;1716;1;DETRACTOR;0;0;Grupo F,Grupo C,Grupo F;2;3;Grupo F;Transaction Error
CASE-17253;2022-02-08;2022-02-06;2022-02-01;The email team ignored my urgent request.;negative;email;2227;2;DETRACTOR;0;1;Grupo B,Grupo G,Grupo D;3;3;Grupo D;Login Problems
CASE-16242;2022-10-21;2022-10-16;2022-10-01;The email response was rude and dismissive.;negative;chatbot;54;2;DETRACTOR;0;1;Grupo E,Grupo D,Grupo B,Grupo C;4;4;Grupo C;Loan Inquiry
CASE-12381;2022-06-07;2022-06-05;2022-06-01;The email team provided excellent service, I’m happy!;positive;phone;15;4;PROMOTER;1;0;Grupo B;1;1;Grupo B;Card Issues
CASE-15402;2024-03-29;2024-03-24;2024-03-01;Phone support was friendly and resolved my concern.;positive;email;85;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Fees Inquiry
CASE-13599;2023-09-10;2023-09-10;2023-09-01;The phone team was courteous and fixed my issue instantly.;positive;chatbot;4;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-15232;2023-07-19;2023-07-16;2023-07-01;The email response was detailed and very helpful.;positive;phone;7;5;PROMOTER;1;0;Grupo B,Grupo H,Grupo H;2;3;Grupo H;Account Setup
CASE-10588;2023-03-16;2023-03-12;2023-03-01;The email team solved my issue with a single reply.;positive;phone;14;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Payment Issues
CASE-12382;2022-07-09;2022-07-03;2022-07-01;The email team sent a reply that solved nothing.;negative;email;1661;2;DETRACTOR;0;0;Grupo F,Grupo E,Grupo D;3;3;Grupo D;Payment Issues
CASE-11181;2024-01-10;2024-01-07;2024-01-01;The chatbot gave me irrelevant answers every time.;negative;email;2736;2;DETRACTOR;0;0;Grupo D,Grupo F;2;2;Grupo F;Balance Inquiry
CASE-19139;2023-08-21;2023-08-20;2023-08-01;Email support exceeded my expectations with their quick reply.;positive;phone;27;4;PROMOTER;1;1;Grupo F,Grupo E,Grupo C;3;3;Grupo C;Account Setup
CASE-15679;2022-10-10;2022-10-09;2022-10-01;The chatbot couldn’t handle my payment issue.;negative;chatbot;78;1;DETRACTOR;0;0;Grupo C,Grupo E,Grupo H,Grupo B,Grupo H;4;5;Grupo H;Balance Inquiry
