case_id;date;start_of_week;start_of_month;translated_comments;sentiment;channel;resolution_time_min;csat_rating_received;classification;resolved_in_sla;first_touch_resolution;group_name_history;groups;total_groups;csat_rated_group_name;issue_classification
CASE-22702;2022-08-30;2022-08-28;2022-08-01;The chatbot handled my payment query perfectly.;positive;phone;5;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Payment Issues
CASE-27637;2022-09-25;2022-09-25;2022-09-01;I had a wonderful experience opening my account via phone.;positive;chatbot;3;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Fees Inquiry
CASE-16131;2022-04-09;2022-04-03;2022-04-01;Email support was reliable and resolved my concern.;positive;email;133;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Card Issues
CASE-24089;2023-09-28;2023-09-24;2023-09-01;The chatbot made my experience so convenient!;positive;phone;6;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Card Issues
CASE-24074;2024-10-17;2024-10-13;2024-10-01;The chatbot kept crashing when I needed help.;negative;phone;100;1;DETRACTOR;0;0;Grupo G,Grupo I,Grupo H;3;3;Grupo H;Transaction Error
CASE-15509;2024-07-23;2024-07-21;2024-07-01;The chatbot misunderstood my loan inquiry completely.;negative;chatbot;48;2;DETRACTOR;0;0;Grupo C,Grupo J;2;2;Grupo J;Login Problems
CASE-18964;2022-12-07;2022-12-04;2022-12-01;Email support was fair, did what was needed.;neutral;email;356;3;DETRACTOR;1;1;Grupo F;1;1;Grupo F;Login Problems
CASE-15045;2022-07-18;2022-07-17;2022-07-01;The chatbot gave me incorrect balance info.;negative;chatbot;88;2;DETRACTOR;0;0;Grupo B,Grupo F,Grupo A;3;3;Grupo A;Payment Issues
CASE-25163;2023-12-24;2023-12-24;2023-12-01;The chatbot couldn’t understand my simple question.;negative;phone;94;2;DETRACTOR;0;0;Grupo H,Grupo D;2;2;Grupo D;Balance Inquiry
CASE-27594;2022-09-02;2022-08-28;2022-09-01;The email support team was efficient and friendly.;positive;email;165;4;PROMOTER;1;1;Grupo A,Grupo G;2;2;Grupo G;Balance Inquiry
CASE-24895;2024-08-29;2024-08-25;2024-08-01;The email support team was efficient and friendly.;positive;email;137;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Card Issues
CASE-21910;2023-04-04;2023-04-02;2023-04-01;Quick and friendly service, my card issue was sorted out fast.;positive;email;457;4;PROMOTER;1;1;Grupo F,Grupo D;2;2;Grupo D;Fees Inquiry
CASE-21950;2023-07-24;2023-07-23;2023-07-01;The chatbot failed to assist with my rewards query.;negative;email;3629;1;DETRACTOR;0;0;Grupo G,Grupo B,Grupo B;2;3;Grupo B;Login Problems
CASE-26792;2022-12-13;2022-12-11;2022-12-01;Phone support was okay, nothing to rave about.;neutral;phone;37;3;DETRACTOR;0;0;Grupo A,Grupo A;1;2;Grupo A;Payment Issues
CASE-28741;2022-04-14;2022-04-10;2022-04-01;The phone team made banking so easy for me.;positive;email;174;5;PROMOTER;1;1;Grupo B,Grupo C,Grupo A;3;3;Grupo A;Card Issues
CASE-18379;2022-08-19;2022-08-14;2022-08-01;The email team ignored my urgent card issue.;negative;chatbot;36;2;DETRACTOR;0;0;Grupo I,Grupo C,Grupo C;2;3;Grupo C;Card Issues
CASE-28749;2024-08-04;2024-08-04;2024-08-01;The chatbot assisted me with my fees effortlessly.;positive;chatbot;3;4;PROMOTER;1;1;Grupo D,Grupo B;2;2;Grupo B;Loan Inquiry
CASE-17355;2023-06-15;2023-06-11;2023-06-01;The email team was neutral, response was fine.;neutral;chatbot;13;4;PROMOTER;0;0;Grupo D,Grupo D;1;2;Grupo D;Balance Inquiry
CASE-20816;2023-04-20;2023-04-16;2023-04-01;The chatbot made my experience so convenient!;positive;chatbot;7;5;PROMOTER;1;1;Grupo F,Grupo F;1;2;Grupo F;Loan Inquiry
CASE-15977;2022-07-16;2022-07-10;2022-07-01;The chatbot gave me incorrect balance info.;negative;phone;63;2;DETRACTOR;0;0;Grupo H,Grupo C,Grupo E,Grupo A;4;4;Grupo A;Fraud Report
CASE-23228;2023-06-22;2023-06-18;2023-06-01;The chatbot failed to process my savings request.;negative;email;2816;1;DETRACTOR;0;0;Grupo D,Grupo J,Grupo I;3;3;Grupo I;Payment Issues
CASE-19331;2024-08-22;2024-08-18;2024-08-01;The email team responded promptly and solved my issue.;positive;chatbot;2;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Account Setup
CASE-29305;2022-10-19;2022-10-16;2022-10-01;The agent was knowledgeable and made me feel valued.;positive;phone;14;5;PROMOTER;1;1;Grupo C,Grupo H;2;2;Grupo H;Fees Inquiry
CASE-17885;2023-08-11;2023-08-06;2023-08-01;Email support was terrible, they ignored me.;negative;email;1484;1;DETRACTOR;0;0;Grupo D,Grupo E,Grupo I,Grupo I;3;4;Grupo I;General Inquiry
CASE-16115;2023-12-31;2023-12-31;2023-12-01;The email team took forever and didn’t help.;negative;phone;122;2;DETRACTOR;0;1;Grupo G,Grupo F,Grupo A;3;3;Grupo A;Payment Issues
CASE-17023;2023-01-13;2023-01-08;2023-01-01;The chatbot couldn’t process my balance request.;negative;email;3041;1;DETRACTOR;0;0;Grupo B,Grupo D;2;2;Grupo D;Balance Inquiry
CASE-17579;2023-11-30;2023-11-26;2023-11-01;The phone agent explained everything in a friendly way.;positive;chatbot;1;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Fees Inquiry
CASE-17223;2023-09-07;2023-09-03;2023-09-01;The email team provided excellent service, I’m happy!;positive;email;158;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-15663;2024-12-14;2024-12-08;2024-12-01;The chatbot failed to answer my mortgage question.;negative;chatbot;55;1;DETRACTOR;0;0;Grupo I,Grupo E,Grupo I,Grupo F;3;4;Grupo F;Payment Issues
CASE-20489;2022-08-09;2022-08-07;2022-08-01;The service was slow, and my issue is still unresolved.;negative;chatbot;115;1;DETRACTOR;0;0;Grupo J,Grupo D,Grupo E,Grupo C;4;4;Grupo C;Account Setup
CASE-22849;2024-10-19;2024-10-13;2024-10-01;The chatbot handled my payment query perfectly.;positive;phone;15;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Loan Inquiry
CASE-25539;2022-01-23;2022-01-23;2022-01-01;Phone support handled my transfer request flawlessly.;positive;chatbot;2;5;PROMOTER;1;1;Grupo C,Grupo C;1;2;Grupo C;Balance Inquiry
CASE-23859;2023-03-02;2023-02-26;2023-03-01;Email support took days to reply, terrible service!;negative;phone;120;1;DETRACTOR;0;1;Grupo G,Grupo F;2;2;Grupo F;Loan Inquiry
CASE-17089;2022-12-02;2022-11-27;2022-12-01;I had a horrible experience with the phone support.;negative;phone;163;1;DETRACTOR;0;0;Grupo D,Grupo J,Grupo B,Grupo H,Grupo D;4;5;Grupo D;Account Setup
CASE-16510;2024-06-23;2024-06-23;2024-06-01;The phone team was courteous and fixed my issue instantly.;positive;chatbot;3;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-20212;2023-03-03;2023-02-26;2023-03-01;The phone team made my experience so pleasant today.;positive;chatbot;2;5;PROMOTER;1;0;Grupo J;1;1;Grupo J;Payment Issues
CASE-17621;2023-01-08;2023-01-08;2023-01-01;The email team provided a clear and quick solution.;positive;email;125;5;PROMOTER;1;0;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-15299;2024-01-21;2024-01-21;2024-01-01;The email response was average, not bad.;neutral;email;1186;3;DETRACTOR;1;0;Grupo E,Grupo D;2;2;Grupo D;General Inquiry
CASE-22255;2022-09-03;2022-08-28;2022-09-01;The chatbot guided me through my account options easily.;positive;phone;11;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Balance Inquiry
CASE-20274;2024-05-05;2024-05-05;2024-05-01;The chatbot couldn’t assist with my bill payment.;negative;email;1962;1;DETRACTOR;0;0;Grupo B,Grupo B,Grupo C;2;3;Grupo C;Fees Inquiry
CASE-20102;2024-02-12;2024-02-11;2024-02-01;Phone support was decent, no big issues.;neutral;phone;28;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Transaction Error
CASE-22747;2022-01-13;2022-01-09;2022-01-01;The chatbot made banking so convenient, I love it!;positive;phone;13;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Transaction Error
CASE-28545;2023-12-23;2023-12-17;2023-12-01;The chatbot gave me irrelevant answers every time.;negative;chatbot;50;2;DETRACTOR;0;0;Grupo J,Grupo A;2;2;Grupo A;Card Issues
CASE-15385;2025-01-28;2025-01-26;2025-01-01;The service was top-notch, I’m so happy with this bank!;positive;email;216;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Card Issues
CASE-17152;2024-12-17;2024-12-15;2024-12-01;Email support took a week to reply, ridiculous!;negative;chatbot;93;2;DETRACTOR;0;1;Grupo J,Grupo C,Grupo E,Grupo I;4;4;Grupo I;Payment Issues
CASE-25235;2024-12-27;2024-12-22;2024-12-01;The phone agent didn’t care about my complaint.;negative;email;2088;2;DETRACTOR;0;1;Grupo E,Grupo B,Grupo C;3;3;Grupo C;Fraud Report
CASE-28519;2024-03-22;2024-03-17;2024-03-01;Super satisfied with the email response to my inquiry.;positive;phone;8;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Fees Inquiry
CASE-15386;2024-06-25;2024-06-23;2024-06-01;The phone agent walked me through everything step-by-step.;positive;phone;10;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-19325;2024-06-22;2024-06-16;2024-06-01;The chatbot assisted me with my card replacement smoothly.;positive;email;408;4;PROMOTER;1;1;Grupo B,Grupo C,Grupo C;2;3;Grupo C;Payment Issues
CASE-28660;2023-05-21;2023-05-21;2023-05-01;I’m impressed with how fast my loan application was processed.;positive;email;235;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Account Setup
CASE-29790;2024-03-09;2024-03-03;2024-03-01;The chatbot was quick to assist with my payment query.;positive;chatbot;3;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-28243;2022-05-16;2022-05-15;2022-05-01;The phone team was slow and didn’t care.;negative;email;3401;1;DETRACTOR;0;0;Grupo G;1;1;Grupo G;Account Setup
CASE-15605;2024-05-30;2024-05-26;2024-05-01;The chatbot guided me through my account options easily.;positive;chatbot;1;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Fees Inquiry
CASE-25173;2023-08-25;2023-08-20;2023-08-01;Phone support made me feel confident about my banking.;positive;email;175;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Card Issues
CASE-19836;2023-11-27;2023-11-26;2023-11-01;The email team provided a clear and quick solution.;positive;email;598;5;PROMOTER;1;1;Grupo I,Grupo H,Grupo H;2;3;Grupo H;Fees Inquiry
CASE-20114;2022-05-17;2022-05-15;2022-05-01;Phone support was efficient and solved my problem fast.;positive;phone;14;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Loan Inquiry
CASE-19086;2023-02-08;2023-02-05;2023-02-01;Email support was okay, not very thorough.;neutral;chatbot;14;3;DETRACTOR;0;1;Grupo D,Grupo A;2;2;Grupo A;Card Issues
CASE-21620;2024-11-27;2024-11-24;2024-11-01;The phone service was awful, no one knew what to do.;negative;email;4213;1;DETRACTOR;0;0;Grupo E;1;1;Grupo E;Card Issues
CASE-19229;2024-10-01;2024-09-29;2024-10-01;The chatbot gave me outdated info about my fees.;negative;email;1452;1;DETRACTOR;0;0;Grupo H,Grupo I,Grupo H,Grupo I;2;4;Grupo I;Loan Inquiry
CASE-24399;2023-04-30;2023-04-30;2023-04-01;I love how efficient the phone support was today!;positive;phone;12;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Payment Issues
CASE-17273;2023-10-06;2023-10-01;2023-10-01;The chatbot assisted me with my card replacement smoothly.;positive;chatbot;1;5;PROMOTER;1;0;Grupo I;1;1;Grupo I;Account Setup
CASE-23091;2022-11-05;2022-10-30;2022-11-01;The chatbot helped me check my balance instantly, love it!;positive;phone;14;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-27335;2022-10-05;2022-10-02;2022-10-01;I got a fast and friendly response via email, great job!;positive;email;73;4;PROMOTER;1;0;Grupo F;1;1;Grupo F;Account Setup
CASE-16106;2023-10-18;2023-10-15;2023-10-01;The phone agent didn’t care about my complaint.;negative;chatbot;43;1;DETRACTOR;0;1;Grupo C,Grupo J;2;2;Grupo J;Login Problems
CASE-22392;2022-01-27;2022-01-23;2022-01-01;The chatbot gave me nonsense answers all the time.;negative;chatbot;99;1;DETRACTOR;0;1;Grupo G,Grupo E,Grupo E,Grupo I,Grupo E;3;5;Grupo E;Login Problems
CASE-17110;2024-11-26;2024-11-24;2024-11-01;The agent on the phone explained my mortgage options clearly.;positive;phone;9;4;PROMOTER;1;1;Grupo E,Grupo J;2;2;Grupo J;Balance Inquiry
CASE-25709;2022-01-20;2022-01-16;2022-01-01;The email response was professional and to the point.;positive;email;411;5;PROMOTER;1;0;Grupo D,Grupo I,Grupo H;3;3;Grupo H;Loan Inquiry
CASE-23461;2024-09-18;2024-09-15;2024-09-01;The chatbot quickly helped me reset my password.;positive;phone;8;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-17946;2024-06-11;2024-06-09;2024-06-01;The phone agent walked me through everything step-by-step.;positive;phone;14;4;PROMOTER;1;1;Grupo A,Grupo B;2;2;Grupo B;Balance Inquiry
CASE-16141;2023-09-24;2023-09-24;2023-09-01;The email team didn’t fix my login problem.;negative;chatbot;79;1;DETRACTOR;0;1;Grupo E,Grupo H,Grupo E,Grupo D;3;4;Grupo D;Account Setup
CASE-19485;2024-04-15;2024-04-14;2024-04-01;Email support exceeded my expectations with their quick reply.;positive;chatbot;2;5;PROMOTER;1;1;Grupo F,Grupo C;2;2;Grupo C;Account Setup
CASE-27197;2022-07-05;2022-07-03;2022-07-01;The phone agent was impatient and rude.;negative;email;2995;1;DETRACTOR;0;1;Grupo C,Grupo D,Grupo E;3;3;Grupo E;Balance Inquiry
CASE-20387;2022-09-23;2022-09-18;2022-09-01;The chatbot helped me check my balance instantly, love it!;positive;phone;34;5;PROMOTER;0;1;Grupo A,Grupo C,Grupo F;3;3;Grupo F;Card Issues
CASE-23566;2022-12-19;2022-12-18;2022-12-01;Email support was a complete letdown.;negative;chatbot;26;1;DETRACTOR;0;1;Grupo H,Grupo D,Grupo F,Grupo J,Grupo F;4;5;Grupo F;Card Issues
CASE-23736;2022-04-18;2022-04-17;2022-04-01;Email support was fast and fixed my login issue.;positive;email;385;5;PROMOTER;1;1;Grupo J,Grupo C;2;2;Grupo C;Payment Issues
CASE-25270;2023-02-10;2023-02-05;2023-02-01;The phone team was professional and handled my request well.;positive;email;280;5;PROMOTER;1;1;Grupo J,Grupo E;2;2;Grupo E;Login Problems
CASE-21909;2024-12-23;2024-12-22;2024-12-01;The email team didn’t address my issue at all.;negative;email;2395;1;DETRACTOR;0;0;Grupo I,Grupo D,Grupo H;3;3;Grupo H;Card Issues
CASE-21053;2023-04-01;2023-03-26;2023-04-01;The chatbot was quick to assist with my payment query.;positive;phone;6;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Loan Inquiry
CASE-27918;2022-01-15;2022-01-09;2022-01-01;The phone agent was rude and didn’t solve my issue.;negative;email;1857;1;DETRACTOR;0;1;Grupo C,Grupo F;2;2;Grupo F;Fraud Report
CASE-26339;2023-08-31;2023-08-27;2023-08-01;The chatbot couldn’t process my balance request.;negative;chatbot;47;2;DETRACTOR;0;1;Grupo H,Grupo H,Grupo B;2;3;Grupo B;Login Problems
CASE-28923;2025-02-15;2025-02-09;2025-02-01;I had a wonderful experience opening my account via phone.;positive;chatbot;3;5;PROMOTER;1;1;Grupo J,Grupo J;1;2;Grupo J;Loan Inquiry
CASE-22852;2023-09-01;2023-08-27;2023-09-01;The phone team made my experience so pleasant today.;positive;chatbot;1;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-19532;2022-12-09;2022-12-04;2022-12-01;The email response was rude and dismissive.;negative;phone;152;1;DETRACTOR;0;0;Grupo G,Grupo F,Grupo A,Grupo F,Grupo C;4;5;Grupo C;Account Setup
CASE-16169;2025-01-11;2025-01-05;2025-01-01;The email response was professional and to the point.;positive;email;78;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Card Issues
CASE-19402;2022-05-22;2022-05-22;2022-05-01;The phone team was slow and unprofessional.;negative;email;1540;2;DETRACTOR;0;0;Grupo H;1;1;Grupo H;Transaction Error
CASE-16441;2022-10-21;2022-10-16;2022-10-01;The phone team resolved my overdraft issue professionally.;positive;phone;14;5;PROMOTER;1;0;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-16109;2022-04-10;2022-04-10;2022-04-01;The email response was vague and unhelpful.;negative;email;3535;2;DETRACTOR;0;0;Grupo H,Grupo H,Grupo G;2;3;Grupo G;Transaction Error
CASE-23116;2022-12-18;2022-12-18;2022-12-01;The phone service was awful, no one knew what to do.;negative;phone;38;2;DETRACTOR;0;0;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-17609;2022-01-27;2022-01-23;2022-01-01;The chatbot couldn’t understand my simple question.;negative;phone;41;1;DETRACTOR;0;1;Grupo E;1;1;Grupo E;Transaction Error
CASE-29626;2025-02-18;2025-02-16;2025-02-01;Phone support was outstanding, they deserve praise!;positive;phone;10;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-26116;2023-06-14;2023-06-11;2023-06-01;Fantastic support over the phone, my issue was fixed in minutes.;positive;email;595;5;PROMOTER;1;1;Grupo D,Grupo H,Grupo G;3;3;Grupo G;Payment Issues
CASE-17362;2023-07-21;2023-07-16;2023-07-01;Phone support was rude and disconnected me.;negative;phone;66;2;DETRACTOR;0;0;Grupo J,Grupo E,Grupo H;3;3;Grupo H;Card Issues
CASE-24733;2023-07-01;2023-06-25;2023-07-01;The email response was sloppy and unclear.;negative;chatbot;27;2;DETRACTOR;0;0;Grupo H;1;1;Grupo H;Payment Issues
CASE-20602;2023-05-15;2023-05-14;2023-05-01;The email team provided a clear and quick solution.;positive;chatbot;3;4;PROMOTER;1;1;Grupo D,Grupo D;1;2;Grupo D;Loan Inquiry
CASE-27057;2022-06-16;2022-06-12;2022-06-01;The chatbot couldn’t handle my simple transfer request.;negative;phone;72;1;DETRACTOR;0;0;Grupo E,Grupo B,Grupo B;2;3;Grupo B;Card Issues
CASE-20869;2023-12-09;2023-12-03;2023-12-01;Email support was fair, nothing exciting.;neutral;phone;25;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Fees Inquiry
CASE-25385;2022-06-16;2022-06-12;2022-06-01;The chatbot crashed when I tried to check my balance.;negative;email;2260;1;DETRACTOR;0;0;Grupo H,Grupo E;2;2;Grupo E;Card Issues
CASE-15064;2023-11-09;2023-11-05;2023-11-01;Phone support was rude and disconnected me.;negative;phone;43;2;DETRACTOR;0;0;Grupo C;1;1;Grupo C;Login Problems
CASE-18843;2022-10-04;2022-10-02;2022-10-01;The chatbot couldn’t assist with my statement.;negative;chatbot;87;1;DETRACTOR;0;0;Grupo C,Grupo C,Grupo F;2;3;Grupo F;Fraud Report
CASE-18302;2023-11-03;2023-10-29;2023-11-01;The chatbot was average with my card request.;neutral;phone;26;4;PROMOTER;1;1;Grupo D,Grupo I;2;2;Grupo I;Payment Issues
CASE-18454;2023-05-06;2023-04-30;2023-05-01;The chatbot crashed during my payment request.;negative;phone;93;2;DETRACTOR;0;0;Grupo F,Grupo E,Grupo J;3;3;Grupo J;Login Problems
CASE-28896;2022-02-26;2022-02-20;2022-02-01;The chatbot helped me check my balance instantly, love it!;positive;chatbot;15;5;PROMOTER;0;1;Grupo C,Grupo E,Grupo I;3;3;Grupo I;Card Issues
CASE-20739;2024-02-04;2024-02-04;2024-02-01;Phone support was a nightmare, no help at all.;negative;chatbot;28;1;DETRACTOR;0;0;Grupo D,Grupo E;2;2;Grupo E;Balance Inquiry
CASE-25339;2022-10-08;2022-10-02;2022-10-01;The call center staff was patient and resolved my payment issue.;positive;chatbot;11;5;PROMOTER;0;1;Grupo G,Grupo F,Grupo G;2;3;Grupo G;Card Issues
CASE-25292;2022-01-23;2022-01-23;2022-01-01;The chatbot made banking so convenient, I love it!;positive;email;64;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-21354;2022-12-22;2022-12-18;2022-12-01;Phone support was slow and didn’t fix my card issue.;negative;email;3327;2;DETRACTOR;0;0;Grupo J,Grupo A,Grupo F,Grupo C,Grupo C;4;5;Grupo C;Fraud Report
CASE-29090;2024-08-19;2024-08-18;2024-08-01;Phone support was excellent, they helped me with my statement.;positive;email;197;5;PROMOTER;1;1;Grupo C,Grupo D;2;2;Grupo D;Balance Inquiry
CASE-19569;2022-09-12;2022-09-11;2022-09-01;The phone team was amazing with my inquiry.;positive;phone;36;5;PROMOTER;0;1;Grupo F,Grupo I,Grupo G;3;3;Grupo G;Loan Inquiry
CASE-28786;2023-05-23;2023-05-21;2023-05-01;The phone agent was friendly and fixed my login issue.;positive;phone;9;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-23502;2022-08-21;2022-08-21;2022-08-01;The phone team wasted my time with no solution.;negative;email;3228;2;DETRACTOR;0;0;Grupo J,Grupo B,Grupo G,Grupo A,Grupo F;5;5;Grupo F;Login Problems
CASE-21834;2023-10-24;2023-10-22;2023-10-01;I love how efficient the phone support was today!;positive;phone;11;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Payment Issues
CASE-16322;2022-01-15;2022-01-09;2022-01-01;Quick and friendly service, my card issue was sorted out fast.;positive;email;108;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Card Issues
CASE-19175;2025-02-13;2025-02-09;2025-02-01;The chatbot gave me irrelevant answers every time.;negative;phone;116;2;DETRACTOR;0;1;Grupo C,Grupo F,Grupo G;3;3;Grupo G;Card Issues
CASE-24496;2022-02-03;2022-01-30;2022-02-01;The chatbot helped me check my balance instantly, love it!;positive;phone;39;5;PROMOTER;0;1;Grupo B,Grupo I,Grupo G;3;3;Grupo G;Balance Inquiry
CASE-17271;2023-02-03;2023-01-29;2023-02-01;The phone support was okay, nothing special.;neutral;email;332;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Account Setup
CASE-18134;2022-12-26;2022-12-25;2022-12-01;Email support was a complete letdown.;negative;phone;39;2;DETRACTOR;0;0;Grupo D,Grupo D,Grupo D;1;3;Grupo D;General Inquiry
CASE-25429;2022-11-27;2022-11-27;2022-11-01;The email team responded promptly and solved my issue.;positive;phone;28;5;PROMOTER;1;1;Grupo B,Grupo A;2;2;Grupo A;Loan Inquiry
